name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,enrollment
University of Massachusetts Amherst,Massachusetts,MA,Public,4 Year,13202.0,16072,29274,34755,47957,,,,,,,
University of Massachusetts Boston,Massachusetts,MA,Public,4 Year,16290.0,14167,30457,33966,50256,,,,,,,
University of Massachusetts Dartmouth,Massachusetts,MA,Public,4 Year,13582.0,13921,27503,29141,42723,,,,,,,
University of Massachusetts Lowell,Massachusetts,MA,Public,4 Year,12748.0,15180,27928,32827,45575,,,,,,,
University of Memphis,Tennessee,TN,Public,4 Year,9975.0,9701,19676,21413,31388,8.0,Tennessee,47200.0,85800.0,55.0,12.0,42857.0
University of Miami,Florida,FL,Private,4 Year,14108.0,50226,64334,50226,64334,6.0,Florida,56200.0,99600.0,48.0,22.0,31296.0
University of Michigan,Michigan,MI,Public,4 Year,11534.0,15262,26796,49350,60884,,,,,,,
University of Michigan: Dearborn,Michigan,MI,Public,4 Year,,12930,12930,25158,25158,,,,,,,
University of Michigan: Flint,Michigan,MI,Public,4 Year,8769.0,11820,20589,22578,31347,,,,,,,
University of Minnesota: Crookston,Minnesota,MN,Public,4 Year,7658.0,11921,19579,11921,19579,,,,,,,
University of Minnesota: Duluth,Minnesota,MN,Public,4 Year,7760.0,13367,21127,18485,26245,,,,,,,
University of Minnesota: Morris,Minnesota,MN,Public,4 Year,8342.0,13314,21656,15342,23684,,,,,,,
University of Minnesota: Rochester,Minnesota,MN,Public,4 Year,9710.0,13352,23062,13352,23062,,,,,,,
University of Minnesota: Twin Cities,Minnesota,MN,Public,4 Year,10312.0,14693,25005,30371,40683,,,,,,,
University of Mississippi,Mississippi,MS,Public,4 Year,10696.0,8660,19356,24614,35310,2.0,Mississippi,48500.0,89100.0,55.0,12.0,39903.0
University of Mississippi Medical Center,Mississippi,MS,Public,4 Year,,8433,8433,24731,24731,,,,,,,
University of Missouri: Columbia,Missouri,MO,Public,4 Year,10786.0,12055,22841,29025,39811,,,,,,,
University of Missouri: Kansas City,Missouri,MO,Public,4 Year,10334.0,9884,20218,25010,35344,,,,,,,
University of Missouri: St. Louis,Missouri,MO,Public,4 Year,9450.0,10491,19941,27900,37350,,,,,,,
University of Mobile,Alabama,AL,Private,4 Year,9600.0,22820,32420,22820,32420,19.0,Alabama,40600.0,74100.0,77.0,7.0,3135.0
University of Montana,Montana,MT,Public,4 Year,9544.0,7244,16788,24959,34503,,,,,,,
University of Montana: Western,Montana,MT,Public,4 Year,7950.0,5717,13667,17179,25129,,,,,,,
University of Montevallo,Alabama,AL,Public,4 Year,9330.0,12760,22090,25780,35110,22.0,Alabama,38900.0,70700.0,49.0,7.0,5770.0
University of Mount Olive,North Carolina,NC,Private,4 Year,8550.0,20600,29150,20600,29150,,,,,,,
University of Mount Union,Ohio,OH,Private,4 Year,10200.0,31260,41460,31260,41460,22.0,Ohio,48300.0,88500.0,41.0,19.0,3663.0
University of Nebraska - Kearney,Nebraska,NE,Public,4 Year,9878.0,7513,17391,14503,24381,,,,,,,
University of Nebraska - Lincoln,Nebraska,NE,Public,4 Year,11430.0,9154,20584,24949,36379,,,,,,,
University of Nebraska - Omaha,Nebraska,NE,Public,4 Year,9950.0,8417,18367,22689,32639,,,,,,,
University of Nebraska Medical Center,Nebraska,NE,Public,4 Year,,11558,11558,28898,28898,3.0,Nebraska,53400.0,93000.0,79.0,6.0,6480.0
University of Nevada: Las Vegas,Nevada,NV,Public,4 Year,10504.0,7985,18489,22457,32961,,,,,,,
University of Nevada: Reno,Nevada,NV,Public,4 Year,10868.0,7925,18793,22397,33265,,,,,,,
University of New England,Maine,ME,Private,4 Year,13990.0,37620,51610,37620,51610,6.0,Maine,50100.0,91500.0,69.0,7.0,11928.0
University of New Hampshire,New Hampshire,NH,Public,4 Year,11580.0,18499,30079,33879,45459,,,,,,,24577.0
University of New Hampshire at Manchester,New Hampshire,NH,Public,4 Year,,15265,15265,30635,30635,4.0,New-Hampshire,51900.0,90900.0,50.0,32.0,1377.0
University of New Haven,Connecticut,CT,Private,4 Year,15900.0,39270,55170,39270,55170,11.0,Connecticut,52100.0,94800.0,52.0,25.0,11623.0
University of New Mexico,New Mexico,NM,Public,4 Year,9864.0,5445,15309,26845,36709,,,,,,,58441.0
University of New Orleans,Louisiana,LA,Public,4 Year,10575.0,9054,19629,13890,24465,7.0,Louisiana,49900.0,91600.0,55.0,23.0,17179.0
University of North Alabama,Alabama,AL,Public,4 Year,9200.0,10370,19570,18680,27880,18.0,Alabama,43000.0,75600.0,61.0,6.0,12193.0
University of North Carolina at Asheville,North Carolina,NC,Public,4 Year,9106.0,7145,16251,23868,32974,,,,,,,6499.0
University of North Carolina at Chapel Hill,North Carolina,NC,Public,4 Year,11190.0,8987,20177,35170,46360,5.0,North-Carolina,55000.0,100800.0,49.0,19.0,53754.0
University of North Carolina at Charlotte,North Carolina,NC,Public,4 Year,11100.0,7044,18144,20478,31578,8.0,North-Carolina,52500.0,92600.0,49.0,25.0,49435.0
University of North Carolina at Greensboro,North Carolina,NC,Public,4 Year,9038.0,7319,16357,22478,31516,,,,,,,38215.0
University of North Carolina at Pembroke,North Carolina,NC,Public,4 Year,8924.0,3418,12342,7418,16342,,,,,,,13755.0
University of North Carolina at Wilmington,North Carolina,NC,Public,4 Year,10686.0,7000,17686,21065,31751,,,,,,,26137.0
University of North Carolina School of the Arts,North Carolina,NC,Public,4 Year,9021.0,9358,18379,25501,34522,16.0,North-Carolina,46400.0,82400.0,44.0,0.0,1623.0
University of North Dakota,North Dakota,ND,Public,4 Year,8974.0,8695,17669,20759,29733,2.0,North-Dakota,53800.0,96000.0,54.0,16.0,23611.0
University of North Florida,Florida,FL,Public,4 Year,9976.0,6394,16370,20112,30088,19.0,Florida,48800.0,86600.0,51.0,11.0,29480.0
University of North Georgia,Georgia,GA,Public,4 Year,7876.0,7336,15212,21148,29024,9.0,Georgia,47300.0,85600.0,51.0,8.0,28012.0
University of North Texas,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427,,,,,,,71730.0
University of North Texas at DallasSystem,Texas,TX,Other,Other,,8448,8448,14640,14640,,,,,,,
University of Northern Colorado,Colorado,CO,Public,4 Year,11204.0,9786,20990,21474,32678,12.0,Colorado,47700.0,87100.0,52.0,7.0,22792.0
University of Northern Iowa,Iowa,IA,Public,4 Year,8948.0,8938,17886,19480,28428,15.0,Iowa,47100.0,85300.0,46.0,8.0,19939.0
University of Northwestern - St. Paul,Minnesota,MN,Private,4 Year,9460.0,31540,41000,31540,41000,,,,,,,
University of Northwestern Ohio,Ohio,OH,Private,4 Year,2850.0,10650,13500,10650,13500,,,,,,,5258.0
University of Notre Dame,Indiana,IN,Private,4 Year,15410.0,53391,68801,53391,68801,2.0,Indiana,67000.0,130500.0,45.0,28.0,20286.0
University of Oklahoma,Oklahoma,OK,Public,4 Year,10994.0,11763,22757,27144,38138,,,,,,,
University of Oregon,Oregon,OR,Public,4 Year,12963.0,11898,24861,35478,48441,7.0,Oregon,51800.0,95800.0,46.0,13.0,42086.0
University of Pennsylvania,Pennsylvania,PA,Private,4 Year,15616.0,55584,71200,55584,71200,3.0,Pennsylvania,72800.0,133900.0,41.0,21.0,45678.0
University of Pikeville,Kentucky,KY,Private,4 Year,7800.0,20950,28750,20950,28750,21.0,Kentucky,39000.0,70700.0,74.0,11.0,3971.0
University of Pittsburgh,Pennsylvania,PA,Public,4 Year,11050.0,19080,30130,32052,43102,,,,,,,
University of Pittsburgh at Bradford,Pennsylvania,PA,Public,4 Year,9332.0,13900,23232,25144,34476,,,,,,,2593.0
University of Pittsburgh at Greensburg,Pennsylvania,PA,Public,4 Year,,13890,13890,25134,25134,,,,,,,2662.0
University of Pittsburgh at Johnstown,Pennsylvania,PA,Public,4 Year,9980.0,13878,23858,25122,35102,,,,,,,4382.0
University of Pittsburgh at Titusville,Pennsylvania,PA,Public,2 Year,10996.0,11788,22784,21532,32528,,,,,,,702.0
University of Portland,Oregon,OR,Private,4 Year,13450.0,45904,59354,45904,59354,3.0,Oregon,58500.0,104900.0,52.0,28.0,7851.0
University of Puerto Rico: Aguadilla,,PR,Public,4 Year,,3594,3594,3594,3594,,,,,,,
University of Puerto Rico: Arecibo,,PR,Public,4 Year,,1769,1769,1987,1987,,,,,,,
University of Puerto Rico: Bayamon University College,,PR,Public,4 Year,,2022,2022,2022,2022,,,,,,,
University of Puerto Rico: Carolina Regional College,,PR,Public,4 Year,,6116,6116,6116,6116,,,,,,,
University of Puerto Rico: Humacao,,PR,Public,4 Year,,1794,1794,1794,1794,,,,,,,
University of Puerto Rico: Mayaguez,,PR,Public,4 Year,,2083,2083,4105,4105,,,,,,,
University of Puerto Rico: Medical Sciences,,PR,Public,4 Year,,2196,2196,2196,2196,,,,,,,
University of Puerto Rico: Ponce,,PR,Public,4 Year,,2261,2261,2261,2261,,,,,,,
University of Puerto Rico: Rio Piedras,,PR,Public,4 Year,8751.0,3624,12375,5349,14100,,,,,,,
University of Puerto Rico: Utuado,,PR,Public,4 Year,,2266,2266,4287,4287,,,,,,,
University of Puget Sound,Washington,WA,Private,4 Year,12540.0,49776,62316,49776,62316,8.0,Washington,54200.0,101300.0,45.0,21.0,5155.0
University of Redlands,California,CA,Private,4 Year,14278.0,49504,63782,49504,63782,,,,,,,10636.0
University of Rhode Island,Rhode Island,RI,Public,4 Year,12950.0,14138,27088,30862,43812,5.0,Rhode-Island,54500.0,99700.0,50.0,18.0,28717.0
University of Richmond,Virginia,VA,Private,4 Year,12250.0,52610,64860,52610,64860,7.0,Virginia,59800.0,107500.0,48.0,13.0,7421.0
University of Rio Grande,Ohio,OH,Private,4 Year,11166.0,27470,38636,27470,38636,,,,,,,3718.0
University of Rochester,New York,NY,Private,4 Year,15938.0,53926,69864,53926,69864,16.0,New-York,61100.0,112700.0,50.0,32.0,18899.0
University of Saint Francis,Indiana,IN,Private,4 Year,9840.0,30615,40455,30615,40455,,,,,,,
University of Saint Joseph,Connecticut,CT,Private,4 Year,11428.0,39173,50601,39173,50601,14.0,Connecticut,49900.0,88800.0,63.0,9.0,5477.0
University of San Diego,California,CA,Private,4 Year,12980.0,49358,62338,49358,62338,25.0,California,58900.0,109400.0,48.0,12.0,16027.0
University of San Francisco,California,CA,Private,4 Year,14830.0,48066,62896,48066,62896,23.0,California,60600.0,109900.0,52.0,6.0,22407.0
University of Science and Arts of Oklahoma,Oklahoma,OK,Public,4 Year,6350.0,7215,13565,17565,23915,23.0,Oklahoma,37300.0,67400.0,49.0,11.0,1746.0
University of Scranton,Pennsylvania,PA,Private,4 Year,15182.0,44532,59714,44532,59714,23.0,Pennsylvania,56400.0,99700.0,42.0,12.0,9598.0
University of Sioux Falls,South Dakota,SD,Private,4 Year,7350.0,18280,25630,18280,25630,6.0,South-Dakota,44400.0,78200.0,64.0,6.0,2412.0
University of South Alabama,Alabama,AL,Public,4 Year,7620.0,9870,17490,19740,27360,9.0,Alabama,47700.0,86400.0,56.0,17.0,30189.0
University of South Carolina: Aiken,South Carolina,SC,Public,4 Year,7766.0,10760,18526,21218,28984,,,,,,,
University of South Carolina: Beaufort,South Carolina,SC,Public,4 Year,,10680,10680,21726,21726,,,,,,,
University of South Carolina: Columbia,South Carolina,SC,Public,4 Year,,12616,12616,33298,33298,,,,,,,
University of South Carolina: Lancaster,South Carolina,SC,Public,2 Year,,7558,7558,18238,18238,,,,,,,
University of South Carolina: Salkehatchie,South Carolina,SC,Public,2 Year,,7558,7558,18238,18238,,,,,,,
University of South Carolina: Sumter,South Carolina,SC,Public,2 Year,,7558,7558,18238,18238,,,,,,,
University of South Carolina: Union,South Carolina,SC,Public,2 Year,,7558,7558,18238,18238,,,,,,,
University of South Carolina: Upstate,South Carolina,SC,Public,4 Year,9480.0,11763,21243,23265,32745,,,,,,,
University of South Dakota,South Dakota,SD,Public,4 Year,8216.0,9061,17277,12425,20641,4.0,South-Dakota,47500.0,87900.0,56.0,8.0,17273.0
University of South Florida,Florida,FL,Public,4 Year,11610.0,6410,18020,17324,28934,,,,,,,81189.0
University of South Florida: Saint Petersburg,Florida,FL,Public,4 Year,11610.0,5821,17431,16735,28345,,,,,,,
University of South Florida: Sarasota-Manatee,Florida,FL,Public,4 Year,,5587,5587,16502,16502,,,,,,,
University of Southern California,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620,11.0,California,64500.0,120600.0,47.0,23.0,81342.0
University of Southern Indiana,Indiana,IN,Public,4 Year,8838.0,7970,16808,18626,27464,,,,,,,16126.0
University of Southern Maine,Maine,ME,Public,4 Year,9450.0,9520,18970,22780,32230,9.0,Maine,46900.0,81300.0,55.0,8.0,14217.0
University of Southern Mississippi,Mississippi,MS,Public,4 Year,9857.0,8734,18591,10734,20591,4.0,Mississippi,45100.0,83900.0,56.0,11.0,29176.0
University of St. Francis,Illinois,IL,Private,4 Year,9544.0,32320,41864,32320,41864,,,,,,,
University of St. Mary,Kansas,KS,Private,4 Year,8140.0,28810,36950,28810,36950,,,,,,,
University of St. Thomas,Texas,TX,Private,4 Year,9070.0,33580,42650,33580,42650,,,,,,,
University of St. Thomas,Minnesota,MN,Private,4 Year,10412.0,42736,53148,42736,53148,,,,,,,
University of Tampa,Florida,FL,Private,4 Year,10810.0,29208,40018,29208,40018,,,,,,,13641.0
University of Tennessee: Chattanooga,Tennessee,TN,Public,4 Year,9050.0,8664,17714,24782,33832,,,,,,,
University of Tennessee: Knoxville,Tennessee,TN,Public,4 Year,11240.0,13006,24246,31196,42436,,,,,,,
University of Tennessee: Martin,Tennessee,TN,Public,4 Year,6164.0,9512,15676,15552,21716,,,,,,,
University of Texas at Arlington,Texas,TX,Public,4 Year,10302.0,10250,20552,25134,35436,,,,,,,82322.0
University of Texas at Austin,Texas,TX,Public,4 Year,10804.0,10606,21410,37480,48284,,,,,,,99229.0
University of Texas at Dallas,Texas,TX,Public,4 Year,11532.0,13034,24566,36876,48408,,,,,,,42630.0
University of Texas at El Paso,Texas,TX,Public,4 Year,5040.0,7998,13038,22529,27569,,,,,,,54953.0
University of Texas at San Antonio,Texas,TX,Public,4 Year,11578.0,9900,21478,24262,35840,,,,,,,61469.0
University of Texas at Tyler,Texas,TX,Public,4 Year,9502.0,8292,17794,21522,31024,,,,,,,15543.0
University of Texas Health Science Center at Houston,Texas,TX,Public,4 Year,,6380,6380,27710,27710,,,,,,,9362.0
University of Texas Medical Branch at Galveston,Texas,TX,Public,4 Year,,7721,7721,20258,20258,,,,,,,
University of Texas of the Permian Basin,Texas,TX,Public,4 Year,9846.0,7124,16970,19574,29420,,,,,,,11739.0
University Of Texas Rio Grande Valley,Texas,TX,Public,4 Year,8124.0,7813,15937,20263,28387,,,,,,,
University of the Arts,Pennsylvania,PA,Private,4 Year,16322.0,44780,61102,44780,61102,,,,,,,3572.0
University of the Cumberlands,Kentucky,KY,Private,4 Year,9000.0,23000,32000,23000,32000,17.0,Kentucky,39800.0,73800.0,63.0,8.0,9877.0
University of the District of Columbia,,DC,Public,4 Year,16425.0,8252,24677,16388,32813,,,,,,,
University of the Incarnate Word,Texas,TX,Private,4 Year,12716.0,31484,44200,31484,44200,,,,,,,19977.0
University of the Ozarks,Arkansas,AR,Private,4 Year,7400.0,24230,31630,24230,31630,14.0,Arkansas,42300.0,74500.0,58.0,16.0,1039.0
University of the Pacific,California,CA,Private,4 Year,13650.0,48040,61690,48040,61690,,,,,,,13248.0
University of the Sciences,Pennsylvania,PA,Private,4 Year,15938.0,25000,40938,25000,40938,8.0,Pennsylvania,60700.0,115200.0,72.0,12.0,
University of the Southwest,New Mexico,NM,Private,4 Year,8220.0,16000,24220,16000,24220,,,,,,,2154.0
University of the Virgin Islands,,VI,Public,4 Year,9900.0,5235,15135,14496,24396,,,,,,,
University of the West,California,CA,Private,4 Year,7764.0,15440,23204,15440,23204,,,,,,,696.0
University of Toledo,Ohio,OH,Public,4 Year,11434.0,9795,21229,19133,30567,18.0,Ohio,51800.0,92500.0,52.0,21.0,35337.0
University of Tulsa,Oklahoma,OK,Private,4 Year,11116.0,41509,52625,41509,52625,1.0,Oklahoma,58700.0,107200.0,51.0,36.0,7484.0
University of Utah,Utah,UT,Public,4 Year,10262.0,9222,19484,29215,39477,2.0,Utah,54800.0,102600.0,57.0,22.0,51538.0
University of Valley Forge,Pennsylvania,PA,Private,4 Year,9886.0,21238,31124,21238,31124,,,,,,,
University of Vermont,Vermont,VT,Public,4 Year,12462.0,18276,30738,42516,54978,2.0,Vermont,53200.0,99400.0,50.0,22.0,21454.0
University of Virginia,Virginia,VA,Public,4 Year,11590.0,17564,29154,48465,60055,,,,,,,42430.0
University of Virginia's College at Wise,Virginia,VA,Public,4 Year,10438.0,10119,20557,27176,37614,,,,,,,3796.0
University of Washington,Washington,WA,Public,4 Year,12798.0,11517,24315,36898,49696,,,,,,,83665.0
University of Washington Bothell,Washington,WA,Public,4 Year,11877.0,11138,23015,36519,48396,,,,,,,
University of Washington Tacoma,Washington,WA,Public,4 Year,11028.0,11361,22389,36742,47770,,,,,,,
University of West Alabama,Alabama,AL,Public,4 Year,8116.0,10040,18156,18490,26606,17.0,Alabama,42700.0,76100.0,61.0,4.0,8683.0
University of West Florida,Florida,FL,Public,4 Year,9942.0,6360,16302,18628,28570,,,,,,,23605.0
University of West Georgia,Georgia,GA,Public,4 Year,10918.0,7292,18210,20774,31692,15.0,Georgia,46700.0,82700.0,51.0,9.0,25387.0
University of Wisconsin-Baraboo/Sauk County,Wisconsin,WI,Public,2 Year,,5237,5237,12808,12808,,,,,,,
University of Wisconsin-Barron County,Wisconsin,WI,Public,2 Year,,5222,5222,12793,12793,,,,,,,
University of Wisconsin-Eau Claire,Wisconsin,WI,Public,4 Year,7813.0,8820,16633,17096,24909,7.0,Wisconsin,52100.0,93600.0,46.0,14.0,
University of Wisconsin-Fond du Lac,Wisconsin,WI,Public,2 Year,,5234,5234,12805,12805,,,,,,,
University of Wisconsin-Green Bay,Wisconsin,WI,Public,4 Year,6609.0,7878,14487,15728,22337,,,,,,,
University of Wisconsin-La Crosse,Wisconsin,WI,Public,4 Year,6331.0,9106,15437,17924,24255,14.0,Wisconsin,49600.0,88300.0,53.0,19.0,
University of Wisconsin-Madison,Wisconsin,WI,Public,4 Year,11114.0,10555,21669,36805,47919,3.0,Wisconsin,57300.0,104400.0,48.0,33.0,
University of Wisconsin-Marathon County,Wisconsin,WI,Public,2 Year,5236.0,5174,10410,12746,17982,,,,,,,
University of Wisconsin-Marinette,Wisconsin,WI,Public,2 Year,4743.0,5145,9888,12717,17460,,,,,,,
University of Wisconsin-Marshfield/Wood County,Wisconsin,WI,Public,2 Year,,5136,5136,12708,12708,,,,,,,
University of Wisconsin-Milwaukee,Wisconsin,WI,Public,4 Year,10728.0,11084,21812,22364,33092,9.0,Wisconsin,50600.0,90300.0,50.0,17.0,
University of Wisconsin-Oshkosh,Wisconsin,WI,Public,4 Year,7448.0,8820,16268,16393,23841,19.0,Wisconsin,47700.0,84300.0,52.0,10.0,
University of Wisconsin-Parkside,Wisconsin,WI,Public,4 Year,8026.0,7529,15555,15518,23544,24.0,Wisconsin,46000.0,81400.0,47.0,17.0,8175.0
University of Wisconsin-Platteville,Wisconsin,WI,Public,4 Year,7580.0,7571,15151,15421,23001,4.0,Wisconsin,56800.0,100300.0,50.0,38.0,
University of Wisconsin-River Falls,Wisconsin,WI,Public,4 Year,6513.0,7862,14375,15435,21948,25.0,Wisconsin,47100.0,81300.0,52.0,14.0,
University of Wisconsin-Stevens Point,Wisconsin,WI,Public,4 Year,7522.0,8088,15610,16355,23877,,,,,,,
University of Wisconsin-Stout,Wisconsin,WI,Public,4 Year,6924.0,9457,16381,17423,24347,11.0,Wisconsin,50400.0,89500.0,47.0,14.0,14900.0
University of Wisconsin-Superior,Wisconsin,WI,Public,4 Year,6792.0,8126,14918,15699,22491,,,,,,,
University of Wisconsin-Washington County,Wisconsin,WI,Public,2 Year,,5118,5118,12690,12690,,,,,,,
University of Wisconsin-Waukesha,Wisconsin,WI,Public,2 Year,,5148,5148,12719,12719,,,,,,,
University of Wisconsin-Whitewater,Wisconsin,WI,Public,4 Year,6786.0,7692,14478,16265,23051,12.0,Wisconsin,48900.0,89300.0,44.0,8.0,
University of Wyoming,Wyoming,WY,Public,4 Year,10320.0,5400,15720,17490,27810,1.0,Wyoming,52400.0,98800.0,58.0,25.0,20932.0
Upper Iowa University,Iowa,IA,Private,4 Year,8454.0,30450,38904,30450,38904,24.0,Iowa,44200.0,78000.0,56.0,3.0,
Urban College of Boston,Massachusetts,MA,Private,2 Year,,11150,11150,11150,11150,,,,,,,
Urbana University,Ohio,OH,Private,4 Year,9998.0,23700,33698,23700,33698,,,,,,,
Ursinus College,Pennsylvania,PA,Private,4 Year,12750.0,52050,64800,52050,64800,18.0,Pennsylvania,54400.0,101800.0,42.0,40.0,
Ursuline College,Ohio,OH,Private,4 Year,10776.0,32390,43166,32390,43166,,,,,,,
Utah State University,Utah,UT,Public,4 Year,6400.0,7424,13824,21505,27905,4.0,Utah,52400.0,93900.0,61.0,14.0,
Utah Valley University,Utah,UT,Public,4 Year,,5726,5726,16296,16296,7.0,Utah,51100.0,90600.0,57.0,12.0,
Utica College,New York,NY,Private,4 Year,11248.0,21382,32630,21382,32630,,,,,,,
UW Colleges Fox Valley,Wisconsin,WI,Public,2 Year,,5060,5060,12632,12632,,,,,,,
UW Colleges Manitowoc,Wisconsin,WI,Public,2 Year,,5156,5156,12728,12728,,,,,,,
UW Colleges Richland,Wisconsin,WI,Public,2 Year,,5347,5347,12918,12918,,,,,,,
UW Colleges Rock County,Wisconsin,WI,Public,2 Year,,5132,5132,12703,12703,,,,,,,
UW Colleges Sheboygan,Wisconsin,WI,Public,2 Year,,5132,5132,12703,12703,,,,,,,
Valdosta State University,Georgia,GA,Public,4 Year,8110.0,7476,15586,20958,29068,19.0,Georgia,43400.0,81000.0,57.0,7.0,23504.0
Valencia College,Florida,FL,Public,2 Year,,3366,3366,12828,12828,,,,,,,91808.0
